IdLog,IdLogTypeFK,IdUtilizadorFK,DataHorario
29922,11,4959,3/11/2023 00:45:15
29923,9,11344,2/12/2023 20:24:40
29924,3,16552,28/4/2022 03:58:54
29925,5,13842,3/9/2022 01:38:47
29926,10,231,2/6/2025 14:48:16
29927,9,14749,18/1/2024 18:06:23
29928,4,12662,9/2/2025 20:51:22
29929,2,10997,18/9/2024 14:23:32
29930,1,10426,10/5/2023 21:28:36
29931,11,5528,8/3/2022 21:03:57
29932,2,1851,21/8/2024 05:16:33
29933,4,10501,4/10/2023 15:13:17
29934,9,3666,20/9/2023 20:18:06
29935,7,17510,22/11/2025 13:21:11
29936,5,2179,7/2/2025 03:06:24
29937,4,5832,28/3/2024 10:55:40
29938,10,9195,31/10/2023 15:36:57
29939,4,16855,20/10/2022 02:33:36
29940,9,9474,30/7/2023 17:53:48
29941,7,5365,13/7/2025 11:48:21
29942,1,12156,13/5/2023 01:43:25
29943,9,16703,29/12/2022 16:52:14
29944,1,9620,24/5/2025 06:39:45
29945,6,10461,26/8/2025 02:20:44
29946,4,883,21/6/2024 04:53:49
29947,9,10447,8/11/2025 01:19:36
29948,11,6467,8/8/2022 01:16:25
29949,9,8125,16/4/2023 06:08:23
29950,2,843,12/11/2025 20:04:57
29951,5,11625,3/5/2024 15:30:40
29952,8,9732,20/12/2023 04:41:54
29953,8,10542,26/9/2024 01:17:36
29954,10,4111,29/3/2024 05:34:42
29955,1,232,9/5/2023 17:59:52
29956,2,16459,19/12/2024 20:53:20
29957,3,18302,26/12/2024 03:33:58
29958,9,14504,20/1/2023 08:30:45
29959,2,3249,16/9/2023 10:58:13
29960,1,10519,29/7/2022 12:04:42
29961,2,13356,12/5/2024 12:50:43
29962,11,13745,4/12/2023 17:30:59
29963,6,8120,3/12/2025 07:19:50
29964,8,4383,7/12/2024 19:32:50
29965,3,14482,10/11/2024 03:24:58
29966,7,17685,2/6/2025 20:45:01
29967,8,14826,15/10/2024 14:34:09
29968,9,19315,13/5/2023 06:18:31
29969,8,17981,16/1/2025 22:40:10
29970,11,15455,6/10/2024 17:37:26
29971,2,7250,21/1/2023 15:36:39
29972,10,13948,14/8/2023 12:51:43
29973,4,4112,7/12/2022 10:40:37
29974,11,19453,17/3/2023 04:43:03
29975,9,6560,30/7/2024 04:38:56
29976,2,10577,30/1/2024 05:51:59
29977,4,5925,7/1/2023 12:45:23
29978,6,14343,23/8/2024 04:19:35
29979,9,345,1/8/2025 17:41:08
29980,6,7482,3/10/2022 06:19:08
29981,7,8384,19/10/2024 17:22:33
29982,10,16983,7/2/2024 08:37:46
29983,7,8206,9/1/2025 04:20:23
29984,9,4598,3/3/2022 14:26:19
29985,3,6148,24/8/2023 14:08:06
29986,8,11593,23/12/2023 06:17:19
29987,8,11949,12/5/2025 09:04:32
29988,10,16633,27/3/2024 08:34:12
29989,8,10271,17/6/2022 04:52:19
29990,1,18661,8/6/2025 18:24:35
29991,3,17234,15/10/2024 03:12:16
29992,7,543,13/1/2023 22:08:42
29993,4,1901,2/12/2024 23:44:12
29994,2,7175,8/3/2024 20:36:56
29995,5,2330,15/2/2025 07:42:48
29996,2,10108,25/1/2023 07:24:46
29997,8,19593,11/10/2022 01:54:47
29998,3,13214,28/3/2024 17:49:19
29999,2,7842,7/4/2022 23:09:52
30000,7,2372,21/3/2024 02:33:49
30001,3,12934,4/5/2024 20:25:39
30002,2,6894,18/4/2022 16:58:52
30003,8,7279,16/9/2023 22:08:28
30004,5,5101,9/1/2022 16:04:41
30005,9,9574,8/6/2025 20:22:13
30006,7,14490,3/12/2022 13:03:23
30007,3,4957,5/2/2023 13:49:50
30008,8,19882,19/6/2025 02:40:01
30009,9,17562,2/8/2024 19:10:48
30010,3,12503,11/10/2025 21:04:16
30011,11,18946,9/10/2022 10:47:40
30012,8,17974,7/8/2024 05:04:25
30013,10,940,23/10/2023 11:21:10
30014,3,3557,24/9/2023 07:59:50
30015,6,7397,2/4/2024 07:03:09
30016,1,6881,11/7/2023 19:35:51
30017,7,15566,27/6/2024 07:53:57
30018,2,15132,12/1/2024 08:39:27
30019,8,13386,12/1/2024 15:50:07
30020,2,10267,16/12/2023 09:17:58
30021,7,2455,30/5/2025 02:48:14
30022,5,9444,23/11/2024 02:52:41
30023,1,19170,28/3/2022 06:20:16
30024,7,6741,24/10/2022 08:33:30
30025,6,19105,26/12/2023 21:33:21
30026,5,10443,7/11/2023 03:25:52
30027,3,9603,26/5/2023 17:22:53
30028,10,49,19/3/2024 14:06:22
30029,11,10158,17/6/2022 10:24:45
30030,7,136,10/12/2025 08:09:19
30031,2,10090,7/4/2025 11:30:56
30032,1,13551,26/7/2023 06:29:48
30033,1,17946,28/10/2022 03:38:46
30034,2,16425,25/10/2023 13:14:21
30035,10,4874,22/10/2024 10:12:13
30036,6,14962,8/11/2023 02:14:23
30037,4,19053,1/5/2022 12:46:52
30038,10,7627,24/4/2024 18:01:16
30039,2,11836,7/11/2023 06:01:57
30040,3,10502,27/11/2025 04:47:36
30041,9,10867,17/12/2023 02:56:23
30042,8,18778,24/3/2024 01:12:39
30043,9,5698,21/1/2022 00:02:02
30044,6,15163,22/8/2024 21:05:04
30045,7,974,31/10/2023 17:29:57
30046,10,1421,4/9/2022 17:06:10
30047,6,12994,22/5/2022 06:08:53
30048,3,1370,2/10/2022 23:35:38
30049,5,19806,26/2/2025 02:20:14
30050,8,14666,17/8/2025 04:57:11
30051,8,16015,9/8/2025 11:17:01
30052,10,772,20/2/2024 13:24:11
30053,6,19716,5/11/2023 20:55:13
30054,3,3282,10/7/2022 13:31:14
30055,5,10514,17/6/2022 19:27:38
30056,1,12932,14/3/2022 18:27:54
30057,10,666,30/9/2022 05:30:40
30058,2,5525,15/11/2025 10:04:37
30059,4,1652,7/8/2025 10:51:14
30060,7,5457,22/5/2025 08:18:13
30061,1,8048,1/5/2024 13:50:05
30062,3,4371,8/8/2023 07:02:16
30063,4,9789,5/5/2025 06:48:09
30064,3,16139,7/6/2025 18:38:23
30065,10,14019,10/7/2024 22:53:44
30066,1,6866,26/8/2024 20:34:33
30067,2,6794,8/3/2022 22:06:12
30068,3,11917,17/9/2025 10:37:31
30069,2,19123,25/2/2024 18:34:11
30070,5,16328,30/3/2025 08:42:13
30071,4,12013,31/12/2025 03:50:03
30072,10,7641,10/5/2025 10:54:30
30073,9,2976,14/2/2022 22:31:30
30074,7,4000,16/11/2025 10:19:55
30075,9,14911,16/7/2024 11:07:10
30076,1,11366,16/10/2022 03:46:24
30077,5,12199,1/5/2022 14:22:52
30078,1,16704,2/12/2024 19:28:03
30079,2,9522,28/6/2024 06:01:18
30080,1,19654,6/7/2023 17:14:05
30081,8,13917,18/11/2022 21:06:06
30082,1,3895,11/7/2022 19:42:24
30083,3,4283,6/11/2025 00:33:41
30084,4,7296,17/3/2024 21:40:43
30085,10,16521,3/1/2025 12:49:52
30086,3,4848,27/12/2022 10:13:04
30087,1,19403,19/4/2023 06:58:33
30088,7,5033,25/3/2023 02:55:25
30089,7,2621,2/1/2022 10:01:47
30090,6,19931,12/3/2023 12:28:56
30091,1,19717,23/6/2025 11:10:04
30092,10,12884,3/6/2024 03:50:08
30093,4,11841,12/11/2025 19:29:39
30094,3,1115,6/5/2022 19:51:11
30095,8,9847,8/7/2025 06:41:22
30096,2,12678,6/12/2025 11:15:16
30097,6,9776,24/11/2023 22:56:34
30098,7,3359,11/3/2025 12:01:02
30099,3,12378,17/8/2024 01:10:00
30100,10,19313,18/8/2025 06:24:28
30101,1,11411,27/6/2022 02:57:17
30102,8,8825,9/2/2024 09:31:02
30103,1,5713,13/7/2023 17:22:44
30104,5,469,22/6/2023 23:50:30
30105,8,3943,23/11/2022 03:12:32
30106,11,11783,12/10/2024 18:13:39
30107,10,95,2/7/2024 19:13:15
30108,5,6706,25/10/2025 01:20:49
30109,11,4283,17/4/2024 19:08:32
30110,2,15157,10/3/2025 16:19:11
30111,6,13253,2/8/2022 19:52:57
30112,6,1512,22/11/2022 21:17:20
30113,9,7919,8/4/2025 08:40:20
30114,11,3263,14/7/2025 03:41:44
30115,11,9541,29/5/2024 08:37:09
30116,9,12663,1/8/2022 23:45:44
30117,9,2267,2/12/2025 22:45:57
30118,9,4876,12/5/2025 11:56:17
30119,8,7339,5/1/2025 12:45:50
30120,6,11789,9/6/2022 19:28:24
30121,4,18722,10/2/2022 02:11:07
30122,6,15359,20/8/2025 10:34:27
30123,6,1459,20/1/2022 21:20:21
30124,9,18112,11/6/2025 17:44:19
30125,9,5843,29/9/2023 20:49:28
30126,5,480,26/8/2023 03:08:14
30127,10,11151,4/11/2024 06:16:08
30128,9,10956,17/12/2022 03:51:34
30129,7,8204,22/1/2023 02:08:52
30130,3,8036,30/8/2024 17:20:49
30131,5,11678,7/12/2023 22:52:15
30132,5,251,22/4/2025 04:33:06
30133,7,2930,16/2/2024 04:32:16
30134,6,7687,2/11/2022 21:41:47
30135,1,7592,23/5/2023 11:30:48
30136,3,6852,31/7/2023 16:46:55
30137,10,690,16/1/2025 11:10:18
30138,9,16037,24/5/2022 23:50:34
30139,10,15776,28/4/2024 00:56:43
30140,11,13031,27/2/2024 03:10:01
30141,5,4317,28/6/2022 15:52:04
30142,2,2886,2/4/2023 02:43:12
30143,11,12384,10/8/2022 19:41:49
30144,9,4320,23/10/2023 15:30:26
30145,1,6381,30/12/2024 20:35:48
30146,5,19347,1/10/2024 09:00:31
30147,3,3461,24/11/2025 01:55:50
30148,11,3275,16/5/2025 03:46:26
30149,8,7672,26/10/2024 15:13:47
30150,9,9081,22/6/2023 18:58:09
30151,3,12065,10/10/2025 18:58:34
30152,4,13451,17/3/2023 04:25:12
30153,11,4407,5/10/2024 05:35:22
30154,8,9439,20/5/2024 10:43:10
30155,8,7429,15/12/2022 04:21:13
30156,8,10284,11/7/2022 11:46:51
30157,11,3139,13/9/2022 02:03:43
30158,5,12531,11/5/2024 02:25:48
30159,6,11074,20/4/2022 19:28:10
30160,6,11799,30/12/2025 20:56:55
30161,1,4158,3/5/2023 14:31:43
30162,5,13228,15/6/2024 06:56:22
30163,9,19773,22/3/2023 09:39:32
30164,8,18881,14/12/2025 04:43:07
30165,2,9089,8/11/2025 06:28:26
30166,9,3620,29/10/2023 18:35:33
30167,3,16867,5/2/2022 09:43:45
30168,10,4566,20/9/2023 19:50:44
30169,4,11216,13/6/2024 07:43:08
30170,3,15644,13/7/2024 16:04:16
30171,7,10641,23/8/2023 05:18:32
30172,3,8263,29/6/2025 15:14:46
30173,10,11755,18/6/2025 20:54:07
30174,1,11541,20/10/2024 21:46:09
30175,7,15070,31/3/2023 12:08:10
30176,4,1632,9/7/2024 05:56:52
30177,8,3125,30/6/2025 13:32:26
30178,1,16000,15/11/2025 05:52:04
30179,8,14993,15/12/2024 16:45:31
30180,4,13572,11/10/2024 22:54:19
30181,5,10524,3/9/2024 11:06:53
30182,6,9686,26/7/2022 20:16:04
30183,1,19977,27/5/2022 13:44:54
30184,10,2864,28/6/2022 08:17:47
30185,6,12330,5/7/2022 11:38:43
30186,10,8117,20/4/2023 12:47:57
30187,6,4886,25/6/2022 18:23:08
30188,4,14487,2/2/2022 09:42:03
30189,7,18245,26/6/2022 15:00:30
30190,7,18940,2/12/2025 23:12:02
30191,2,3335,21/5/2022 18:12:56
30192,1,11197,31/12/2025 22:03:28
30193,3,19571,12/8/2024 11:53:45
30194,8,7101,7/6/2023 15:02:57
30195,4,6441,27/7/2022 08:01:43
30196,3,2521,29/12/2023 11:20:54
30197,3,3855,29/9/2023 13:11:33
30198,2,4522,15/11/2023 13:02:22
30199,5,16601,5/1/2025 16:59:59
30200,11,19676,22/10/2024 07:17:26
30201,1,678,12/6/2022 05:44:47
30202,10,6981,16/11/2024 12:17:07
30203,3,347,15/5/2023 23:00:33
30204,9,12283,5/4/2024 00:58:28
30205,10,12118,1/4/2025 02:03:23
30206,3,570,11/3/2024 05:32:13
30207,11,4736,27/5/2023 02:12:25
30208,5,2035,23/1/2022 23:00:15
30209,8,2644,28/7/2023 06:50:36
30210,5,18045,26/11/2025 03:52:05
30211,8,6599,19/5/2024 10:55:32
30212,7,17754,25/8/2025 01:49:00
30213,11,9367,14/11/2023 06:13:51
30214,9,4421,21/10/2022 16:45:16
30215,8,16780,15/2/2023 20:53:24
30216,11,7334,4/5/2023 01:16:13
30217,9,16107,31/8/2025 15:59:34
30218,3,15953,26/8/2025 22:02:31
30219,4,4380,6/8/2025 12:36:27
30220,4,2065,30/4/2023 23:24:50
30221,6,5471,9/12/2023 02:59:34
30222,11,7618,22/12/2023 16:45:02
30223,7,5356,20/12/2025 12:15:18
30224,8,9653,27/2/2022 10:51:31
30225,4,10530,24/11/2024 06:00:14
30226,6,8821,10/6/2025 04:14:11
30227,7,17181,4/7/2024 10:02:28
30228,10,15114,28/5/2024 21:16:57
30229,4,1867,23/5/2024 04:05:51
30230,4,9126,15/8/2023 08:19:55
30231,3,13007,22/8/2025 08:24:21
30232,4,2404,5/10/2025 10:07:03
30233,6,5395,26/12/2022 11:23:36
30234,2,4878,2/9/2023 20:40:45
30235,2,6585,9/9/2023 22:48:38
30236,5,10505,2/7/2024 20:21:01
30237,11,3762,23/11/2022 22:09:28
30238,10,11762,7/1/2025 01:23:29
30239,7,2377,12/6/2023 13:47:04
30240,8,8883,19/2/2024 05:53:36
30241,5,19158,25/4/2022 09:13:14
30242,1,6305,5/9/2023 04:11:32
30243,9,8967,1/2/2022 13:00:02
30244,9,16775,7/10/2022 16:38:16
30245,6,547,7/4/2024 06:16:01
30246,8,3790,23/7/2022 20:29:36
30247,11,7113,2/3/2025 20:04:41
30248,7,18537,2/7/2022 12:12:49
30249,3,14421,9/10/2023 02:28:09
30250,2,17223,25/6/2023 18:25:41
30251,4,1861,26/1/2024 15:29:37
30252,6,9969,5/1/2025 19:18:05
30253,8,704,8/4/2025 11:19:50
30254,1,6764,31/1/2025 07:33:46
30255,6,6346,18/12/2024 04:27:58
30256,6,5975,1/4/2022 14:53:28
30257,4,13104,25/4/2025 21:55:05
30258,1,19151,18/6/2024 01:50:51
30259,3,4328,23/12/2024 11:17:31
30260,5,204,27/2/2023 04:43:50
30261,6,5965,2/1/2023 08:17:50
30262,11,19574,8/3/2023 08:25:30
30263,8,15934,7/12/2025 01:12:07
30264,7,7543,14/9/2025 11:00:07
30265,7,17748,17/10/2024 09:26:34
30266,9,1826,13/2/2022 18:13:27
30267,1,1199,8/6/2023 15:00:58
30268,5,6950,4/4/2025 14:06:05
30269,7,17408,3/10/2022 11:22:49
30270,6,1853,25/1/2022 13:52:42
30271,7,11214,14/9/2025 17:26:16
30272,3,11846,10/10/2024 12:47:47
30273,10,14584,8/12/2025 19:36:07
30274,11,12965,14/11/2025 21:16:40
30275,5,8442,6/3/2025 11:46:53
30276,11,5431,16/11/2023 11:11:26
30277,10,2989,11/11/2024 20:36:02
30278,9,7217,15/12/2024 07:44:46
30279,8,19467,22/8/2023 19:56:47
30280,10,18586,28/8/2022 04:47:48
30281,2,9136,28/10/2024 17:45:35
30282,6,11977,4/7/2022 05:00:39
30283,1,14542,4/3/2024 03:49:36
30284,10,7554,9/10/2023 23:41:51
30285,6,16257,6/8/2022 10:46:35
30286,1,9189,10/4/2022 02:00:40
30287,7,15963,9/3/2022 12:29:56
30288,5,1340,27/10/2023 23:12:22
30289,11,2887,21/10/2022 09:51:04
30290,3,15090,30/11/2025 16:24:50
30291,9,12106,4/5/2024 22:06:03
30292,10,3163,21/10/2023 10:58:02
30293,2,5016,16/7/2022 11:18:04
30294,9,4351,11/2/2025 08:15:51
30295,3,17512,3/5/2025 04:41:02
30296,4,9773,15/5/2023 22:50:37
30297,11,12874,10/10/2022 19:12:33
30298,9,15713,13/11/2025 08:54:39
30299,2,912,16/4/2023 06:25:06
30300,8,14687,11/10/2024 01:37:17
30301,7,19864,2/3/2023 18:08:11
30302,11,17560,8/10/2024 14:27:44
30303,7,2436,21/2/2024 22:57:07
30304,9,9401,16/4/2025 10:44:40
30305,6,14296,17/3/2022 11:03:36
30306,1,17586,13/11/2023 20:28:22
30307,1,10460,8/4/2024 08:29:24
30308,10,17231,8/1/2025 09:12:54
30309,7,4489,23/6/2023 12:48:13
30310,5,13861,18/1/2023 07:53:17
30311,6,8844,23/4/2023 01:04:17
30312,3,16666,31/8/2025 12:50:44
30313,9,6567,18/10/2024 10:19:45
30314,8,19805,14/7/2022 15:28:07
30315,1,6676,2/12/2023 11:56:53
30316,9,3236,22/6/2022 01:06:59
30317,7,2858,26/7/2024 09:33:52
30318,6,10642,30/8/2022 00:13:03
30319,2,14814,26/8/2023 08:19:56
30320,4,16808,19/5/2022 01:41:07
30321,2,5447,4/4/2022 07:11:43
30322,1,10105,12/6/2022 03:00:52
30323,10,17381,2/3/2022 10:50:08
30324,3,11445,19/4/2022 21:57:56
30325,8,291,13/6/2023 03:12:07
30326,9,14232,7/6/2022 18:24:34
30327,1,7151,6/7/2024 18:16:47
30328,7,10823,19/1/2024 02:01:02
30329,8,5448,19/6/2023 10:05:44
30330,7,12706,14/11/2023 12:47:50
30331,8,16256,12/5/2024 06:38:46
30332,1,7548,24/11/2023 02:17:15
30333,7,15402,12/2/2025 21:28:05
30334,4,7165,25/6/2025 22:08:07
30335,3,7541,7/7/2022 00:34:38
30336,6,7611,12/5/2022 07:31:38
30337,3,18609,9/9/2025 10:12:29
30338,9,4772,27/3/2024 03:44:43
30339,8,13593,28/3/2022 15:44:39
30340,3,3866,22/8/2022 03:05:25
30341,11,15732,25/2/2025 20:44:51
30342,1,3055,23/4/2022 01:03:00
30343,7,11804,11/2/2025 10:57:18
30344,5,505,11/4/2022 16:46:19
30345,6,14059,4/3/2023 04:25:54
30346,7,18092,26/1/2025 20:51:18
30347,7,115,9/6/2024 10:39:34
30348,11,17535,25/9/2023 05:42:38
30349,9,13536,17/7/2024 09:54:55
30350,11,10906,3/2/2024 01:38:37
30351,2,9208,7/10/2023 17:40:46
30352,4,5029,6/6/2023 23:27:57
30353,8,16620,2/4/2023 04:28:01
30354,11,11827,18/12/2025 02:47:55
30355,8,19054,24/5/2025 02:57:36
30356,2,9818,29/10/2023 05:30:15
30357,4,3577,10/11/2023 18:47:03
30358,2,1966,1/12/2022 09:23:25
30359,7,12513,18/1/2025 22:46:13
30360,6,14290,8/12/2025 06:43:27
30361,10,16453,10/3/2024 04:59:57
30362,6,1142,13/7/2023 15:12:24
30363,11,19213,12/1/2022 01:35:39
30364,5,2292,13/12/2025 06:51:09
30365,10,7784,15/12/2022 00:07:50
30366,11,6198,22/9/2025 13:14:33
30367,8,4332,12/11/2022 13:36:48
30368,11,8858,9/3/2025 20:57:45
30369,6,18704,25/4/2025 19:14:45
30370,11,9255,29/5/2025 22:39:51
30371,4,13084,5/1/2023 22:11:26
30372,3,11414,30/12/2025 13:01:46
30373,7,2318,22/10/2025 06:59:24
30374,1,13785,8/2/2023 06:20:02
30375,6,14121,7/8/2025 06:58:53
30376,10,1630,8/5/2025 10:28:33
30377,10,9267,19/2/2022 03:41:49
30378,2,11401,26/2/2023 18:41:38
30379,6,7307,18/1/2025 13:31:50
30380,4,18290,28/8/2024 20:10:38
30381,10,13517,8/6/2024 18:50:20
30382,6,16038,24/6/2023 10:55:36
30383,7,5661,22/9/2025 13:01:53
30384,4,11583,16/1/2025 07:49:23
30385,2,10909,22/4/2022 06:12:43
30386,11,348,18/11/2023 13:25:23
30387,8,7618,21/9/2024 02:33:59
30388,6,1558,17/9/2023 22:01:49
30389,4,15687,30/4/2025 03:01:28
30390,7,4094,14/12/2022 19:02:06
30391,3,904,8/1/2023 13:24:15
30392,6,16429,15/6/2024 14:37:50
30393,8,19815,9/6/2023 17:26:08
30394,1,211,17/4/2022 17:08:34
30395,3,18923,27/8/2024 08:30:24
30396,7,13041,16/12/2023 01:55:43
30397,7,646,28/7/2023 05:47:53
30398,1,14306,26/11/2025 16:15:00
30399,7,19152,17/5/2022 12:32:21
30400,5,9602,2/2/2025 05:32:16
30401,3,1179,15/1/2024 10:40:34
30402,9,10707,4/8/2022 12:14:46
30403,1,2211,3/4/2022 02:53:26
30404,5,4513,5/2/2023 20:11:39
30405,5,10077,18/5/2024 23:35:43
30406,6,3674,24/11/2023 17:04:21
30407,4,19277,13/3/2025 20:13:04
30408,11,9818,23/5/2023 21:22:16
30409,1,17313,9/7/2023 21:17:18
30410,3,5907,13/6/2024 18:57:53
30411,5,2664,3/2/2025 06:58:39
30412,4,7713,13/4/2022 11:44:35
30413,2,18002,22/9/2025 09:38:49
30414,10,9144,6/1/2024 11:03:53
30415,2,10143,30/5/2022 17:03:42
30416,5,16802,26/4/2022 12:27:11
30417,11,18110,6/3/2023 13:42:09
30418,6,11273,18/6/2023 11:11:42
30419,7,2802,20/10/2023 10:33:36
30420,8,632,20/1/2022 00:05:11
30421,6,1333,20/11/2023 15:05:56
30422,8,10481,6/2/2024 19:19:30
30423,9,10982,10/11/2023 12:21:33
30424,2,5504,19/2/2022 13:59:46
30425,11,13926,2/11/2024 08:55:26
30426,11,5399,12/12/2024 19:27:08
30427,7,13437,22/7/2023 08:53:27
30428,5,10331,22/5/2024 09:47:43
30429,8,2922,8/4/2022 04:50:08
30430,11,19476,12/3/2025 03:41:31
30431,3,19939,15/9/2022 19:22:32
30432,6,4332,1/11/2022 15:25:03
30433,3,11588,11/12/2022 02:20:55
30434,9,10916,21/3/2023 14:48:23
30435,11,6309,12/7/2022 23:03:07
30436,9,9820,20/1/2025 20:12:12
30437,11,10437,14/8/2025 22:53:32
30438,11,3963,7/5/2022 15:20:00
30439,3,3166,25/12/2025 00:47:27
30440,10,16094,15/6/2022 13:32:58
30441,4,19977,7/6/2025 03:51:26
30442,5,10225,22/2/2024 09:54:59
30443,8,6419,21/8/2022 18:54:39
30444,2,3079,8/10/2025 09:04:29
30445,4,4003,13/11/2025 09:17:06
30446,6,13179,20/12/2023 09:47:23
30447,6,16246,22/3/2022 19:44:37
30448,6,5958,7/1/2023 14:52:04
30449,9,14487,29/9/2023 05:42:24
30450,10,16879,6/3/2022 23:03:34
30451,8,13553,20/7/2023 02:46:28
30452,3,10084,21/2/2025 03:44:10
30453,2,13050,4/2/2023 09:49:26
30454,6,13876,30/9/2025 10:01:55
30455,4,822,1/8/2023 06:36:34
30456,5,11061,19/1/2022 23:37:44
30457,2,1023,29/12/2025 02:29:25
30458,3,13609,15/6/2022 21:37:28
30459,1,17994,21/3/2024 09:49:14
30460,1,9938,27/3/2023 00:34:51
30461,11,363,17/6/2025 02:35:51
30462,3,7592,14/1/2022 03:15:50
30463,4,12705,7/11/2023 23:10:03
30464,2,17620,13/9/2022 17:43:46
30465,7,18755,12/8/2022 00:23:34
30466,2,5056,19/12/2025 15:10:26
30467,11,7651,26/8/2022 10:19:00
30468,4,16544,13/7/2023 12:23:20
30469,5,6797,5/1/2024 00:48:57
30470,11,18932,10/12/2024 23:42:56
30471,3,4952,28/8/2023 01:18:11
30472,10,12051,22/3/2025 07:16:53
30473,6,5649,30/3/2024 14:02:55
30474,10,7694,16/1/2022 20:03:25
30475,1,16078,11/11/2023 10:48:29
30476,2,18347,6/1/2024 18:42:57
30477,4,8147,22/5/2024 07:27:53
30478,7,11338,24/11/2022 20:57:44
30479,11,10101,25/9/2025 10:27:05
30480,6,12965,21/12/2025 00:06:29
30481,7,7914,23/3/2025 05:04:31
30482,11,18299,29/4/2023 06:31:47
30483,3,15624,15/6/2024 23:50:52
30484,10,4786,23/2/2025 09:20:42
30485,10,10590,30/10/2023 09:05:00
30486,1,17906,6/2/2022 22:40:18
30487,7,9837,11/11/2023 07:02:23
30488,3,14444,8/12/2024 12:50:51
30489,10,17282,23/1/2025 05:01:17
30490,2,4934,11/7/2022 20:56:23
30491,2,6602,21/6/2023 03:07:10
30492,2,2589,23/6/2023 20:46:02
30493,7,10219,31/5/2025 16:40:40
30494,10,15583,24/2/2024 16:56:51
30495,6,5110,5/4/2022 23:50:41
30496,11,16496,13/8/2023 23:11:20
30497,4,10026,25/1/2023 15:30:48
30498,5,2567,5/5/2022 03:21:00
30499,7,6641,21/6/2023 09:03:28
30500,6,14438,5/12/2022 07:07:36
30501,4,10077,31/7/2024 03:17:17
30502,4,12855,1/10/2022 08:03:17
30503,1,2396,12/8/2022 01:24:08
30504,5,4033,4/1/2022 14:06:54
30505,1,801,13/5/2024 01:01:44
30506,2,23,28/1/2022 04:56:30
30507,5,3166,7/3/2022 04:24:04
30508,2,4745,1/2/2024 09:44:29
30509,8,19192,18/3/2022 06:00:36
30510,8,1400,3/9/2022 11:41:42
30511,11,8765,30/12/2022 09:01:34
30512,9,2151,23/5/2022 18:59:51
30513,3,8567,11/3/2024 20:25:09
30514,9,5780,18/9/2022 14:46:10
30515,5,10024,3/10/2022 12:13:32
30516,5,3963,21/11/2023 14:26:33
30517,1,7405,26/2/2022 16:18:39
30518,10,2643,15/10/2023 18:59:14
30519,9,15240,25/2/2022 05:24:02
30520,7,10920,7/10/2022 18:08:30
30521,3,10035,28/10/2025 05:48:01
30522,2,515,24/11/2023 04:31:12
30523,5,15497,1/4/2022 05:44:12
30524,7,3864,24/7/2024 18:15:42
30525,1,1530,13/3/2025 12:20:29
30526,8,15348,6/9/2024 15:36:49
30527,8,19467,13/3/2025 03:14:01
30528,7,9774,7/3/2022 15:36:51
30529,6,8044,19/4/2023 06:12:41
30530,6,7841,28/1/2024 08:09:09
30531,11,12808,24/5/2023 21:35:15
30532,4,11737,29/9/2025 17:21:23
30533,6,12088,23/7/2023 19:50:39
30534,1,17367,6/12/2023 06:05:22
30535,3,9456,26/8/2022 13:12:30
30536,3,439,30/11/2022 20:09:24
30537,6,16925,21/5/2024 02:12:02
30538,5,9255,30/5/2023 04:43:31
30539,5,15817,4/8/2025 05:00:24
30540,4,4280,12/5/2024 06:30:59
30541,7,6381,21/5/2022 19:01:20
30542,9,16281,23/12/2023 10:17:25
30543,7,18828,26/6/2025 22:42:53
30544,5,12956,16/8/2024 10:40:13
30545,1,9449,29/8/2022 02:51:59
30546,10,2160,18/8/2023 13:52:07
30547,8,13062,28/10/2024 06:54:53
30548,1,120,18/8/2024 20:14:34
30549,8,18209,17/8/2022 04:56:01
30550,7,13462,20/7/2025 20:21:25
30551,7,12549,25/5/2025 13:12:45
30552,9,15157,13/8/2024 07:05:15
30553,1,1441,27/1/2023 22:56:44
30554,3,16637,16/12/2023 07:08:09
30555,11,9295,26/1/2024 16:24:59
30556,1,2859,9/2/2023 13:27:59
30557,7,17161,24/6/2023 06:43:54
30558,7,18651,7/12/2023 03:52:34
30559,9,8862,28/10/2024 16:48:25
30560,7,16318,14/7/2023 11:31:48
30561,3,18667,6/11/2023 15:18:56
30562,2,5658,20/5/2024 03:26:42
30563,7,16226,8/4/2022 15:43:10
30564,5,11965,16/2/2025 07:37:05
30565,11,2228,25/9/2022 11:56:19
30566,10,6321,24/11/2025 11:10:34
30567,2,5509,29/3/2024 07:34:14
30568,7,1429,13/6/2025 04:59:22
30569,4,7808,21/2/2025 10:03:08
30570,5,16447,13/4/2022 19:21:29
30571,1,12242,28/5/2022 03:10:30
30572,1,17564,6/9/2025 15:50:47
30573,10,8188,2/8/2024 20:22:28
30574,3,19328,4/11/2024 17:53:24
30575,6,7807,17/6/2023 15:29:37
30576,9,14365,13/8/2023 04:36:15
30577,3,19207,28/9/2025 20:34:13
30578,10,7657,25/4/2022 05:00:35
30579,6,7292,31/7/2025 09:00:46
30580,6,11458,3/10/2023 16:30:14
30581,7,10709,4/1/2023 14:48:14
30582,6,16258,5/6/2024 08:01:30
30583,6,17918,1/12/2024 16:40:23
30584,7,9026,31/1/2023 21:11:24
30585,11,19302,21/4/2023 20:31:31
30586,4,14396,27/1/2025 14:51:19
30587,4,4821,13/7/2023 08:25:09
30588,8,2380,9/7/2024 06:13:14
