IdJogoFutebol,IdEquipa1FK,IdEquipa2FK,IDEquipaVencedora,GolosEquipa1,GolosEquipa2,HorarioJogo,Localizacao,Status
13482,1672,3891,,,,03/07/2022,Flat 21  941 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
13487,5057,3429,,,,14/01/2015,3-kai  5-4-7 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Pending
13489,46,4612,,,,11/06/2003,No.30 Main building  67 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Pending
13493,344,5693,,,,23/04/2022,No.24 building  No. 59  Shuangqing Rd  Chenghua District  Chengdu  China,Pending
13494,3526,4503,,,,09/12/2000,Unit 48  Oxford Eco Centre  231 Hanover Street  London  W1S 1YD  United Kingdom,Pending
13496,5756,806,,,,04/03/2020,493 East Cooke Road 3rd Floor  Columbus  GA 43214  United States,Pending
13498,3139,4423,,,,12/10/2002,74 East Alley Suite 27  Columbus  GA 43201  United States,Pending
13500,6070,3031,,,,20/08/2002,32F  11 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Pending
13503,3166,1815,,,,10/03/2021,552 Fern Street Apartment 33  Akron  OH 44307  United States,Pending
13508,253,5022,,,,22/08/2010,6F  314 Jianxiang Rd  Pudong  Shanghai  China,Pending
13509,2613,2179,,,,10/09/2014,Rm. 50  5-2-3 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Pending
13510,1903,3430,,,,05/02/2000,285 Tremont Road Suite 13  Columbus  GA 43212  United States,Pending
13511,1693,4952,,,,15/10/2005,No.34 building  420 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Pending
13513,5676,4640,,,,14/01/2000,611 Collier Road 3rd Floor  Akron  OH 44320  United States,Pending
13515,2433,6190,,,,11/04/2003,Room 5  224 FuXingMenNei Street  XiCheng District  Beijing  China,Pending
13517,2715,1051,,,,03/02/2016,No.13 building  913 3rd Section Hongxing Road  Jinjiang District  Chengdu  China,Pending
13518,2491,2429,,,,10/04/2014,No.48 Main building  650 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
13520,6070,245,,,,02/10/2022,Rm. 49  2-1-1 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Pending
13522,5490,291,,,,04/05/2017,No.25 building  398 Dongtai 5th St  Dongguan  China,Pending
13525,4401,5371,,,,30/09/2001,404 Fifth Avenue Suite 50  New York  NY 10017  United States,Pending
13528,5426,5084,,,,25/04/2020,No.39 building  804 Huaxia St  Jinghua Shangquan  Zhongshan  China,Pending
13534,4743,4559,,,,03/12/2007,Room 49  CR Building  874 East Wangfujing Street  Dongcheng District   Beijing  China,Pending
13536,4170,895,,,,28/06/2008,No.35 building  963 Hongqiao Rd.  Xu Hui District  Shanghai  China,Pending
13542,5806,5172,,,,15/05/2010,Flat 16  935 Edward Ave  Braunstone Town  Leicester  LE3 2PD  United Kingdom,Pending
13551,5056,744,,,,03/07/2020,No.50 Main building  901 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Pending
13554,1107,3766,,,,25/10/2012,Room 18  362 Jiangnan West Road  Haizhu District  Guangzhou  China,Pending
13556,1505,2564,,,,22/05/2001,Block 40  891 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Pending
13559,3720,1371,,,,08/07/2017,607 S Broadway Apt 29  Los Angeles  CA 90015  United States,Pending
13561,2829,6223,,,,01/01/2003,277 Pedway Apt 34  Chicago  IL 60601  United States,Pending
13563,3793,5273,,,,27/11/2006,No.18 building  No. 326  Shuangqing Rd  Chenghua District  Chengdu  China,Pending
13564,2891,3506,,,,07/04/2007,41-kai  1-6-5  Marunouchi  Chiyoda-ku  Tokyo  Japan,Pending
13565,2675,1331,,,,07/03/2013,Room 48  517 Tianbei 1st Rd  Luohu District  Shenzhen  China,Pending
13570,5712,4822,,,,19/01/2015,852 Pedway Apt 23  Chicago  IL 60601  United States,Pending
13571,746,3309,,,,05/12/2003,280 Broadway Apt 7  Albany  NY 12207  United States,Pending
13577,5727,3963,,,,14/11/2015,Rm. 3  2-3-16 Yoyogi  Shibuya-ku  Tokyo  Japan,Pending
13578,5416,5296,,,,26/08/2004,4F  4-9-9 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
13581,3959,2068,,,,31/10/2010,No.34 building  665 Shennan Ave  Futian District  Shenzhen  China,Pending
13584,1244,1691,,,,11/02/2022,No.46 Main building  186 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
13585,1179,4910,,,,22/03/2019,Flat 27  520 Edward Ave  Braunstone Town  Leicester  LE3 2PD  United Kingdom,Pending
13587,1934,780,,,,02/11/2000,No.16 building  188 Huanqu South Street 2nd Alley  Dongguan  China,Pending
13589,6082,4046,,,,14/06/2006,Room 44  464 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Pending
13596,1206,4947,,,,06/12/2013,Rm. 26  5-19-8 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Pending
13597,2629,4965,,,,23/03/2001,Room 2  CR Building  37 Dongtai 5th St  Dongguan  China,Pending
13601,1523,2913,,,,03/11/2017,23F  3-19-10 Shimizu  Kita Ward  Nagoya  Japan,Pending
13603,386,3617,,,,08/09/2012,273 Rush Street 3rd Floor  Chicago  IL 60611  United States,Pending
13604,3540,759,,,,05/12/2004,Flat 17  696 Hanover St  Liverpool  L1 4AF  United Kingdom,Pending
13605,4480,3763,,,,27/04/2010,279 Bank Street Suite 30  New York  NY 10014  United States,Pending
13608,1970,5565,,,,11/11/2011,47F  10 Tianhe Road  Tianhe District  Guangzhou  China,Pending
13610,2096,1628,,,,25/05/2013,No.22 building  113 Dongtai 5th St  Dongguan  China,Pending
13612,5738,2697,,,,15/10/2001,Room 30  CR Building  157 Tianhe Road  Tianhe District  Guangzhou  China,Pending
13613,4941,4685,,,,30/08/2004,Rm. 16  4-9-2 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
13615,5257,2181,,,,17/06/2005,226 Wicklow Road Suite 10  Columbus  GA 43204  United States,Pending
13620,1942,517,,,,06/01/2020,974 Wicklow Road Suite 2  Columbus  GA 43204  United States,Pending
13621,1029,5530,,,,20/10/2022,No.11 building  326 Binchuan Rd  Minhang District  Shanghai  China,Pending
13627,736,3121,,,,08/07/2017,No.22 building  No. 482  Shuangqing Rd  Chenghua District  Chengdu  China,Pending
13628,259,3196,,,,08/05/2017,Unit 42  Oxford Eco Centre  699 Park End St  Oxford  OX1 1JD  United Kingdom,Pending
13631,1846,408,,,,31/01/2018,No.26 building  671 Jingtian East 1st St  Futian District  Shenzhen  China,Pending
13632,5350,4253,,,,05/07/2008,515 Sky Way Apt 15  Los Angeles  CA 90043  United States,Pending
13633,2327,2468,,,,01/01/2010,Unit 42  Oxford Eco Centre  398 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Pending
13634,3122,5107,,,,28/09/2018,866 North Michigan Ave Apartment 45  Chicago  IL 60611  United States,Pending
13637,4782,1892,,,,27/08/2022,12-kai  5-4-1 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Pending
13639,6173,1724,,,,15/08/2006,267 East Alley 3rd Floor  Columbus  GA 43201  United States,Pending
13640,190,3688,,,,02/05/2002,Flat 38  604 New Street  Birmingham  B2 4DB  United Kingdom,Pending
13644,3726,5744,,,,23/01/2021,33F  No.931  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Pending
13647,893,327,,,,09/10/2004,167 Wicklow Road Apt 44  Columbus  GA 43204  United States,Pending
13649,4211,1934,,,,18/02/2012,Rm. 45  3-15-5 Ginza  Chuo-ku  Tokyo  Japan,Pending
13650,2912,1494,,,,20/05/2001,No.44 Main building  771 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Pending
13651,5353,3098,,,,16/09/2006,Block 33  104 Mosley St  Manchester  M2 3AQ  United Kingdom,Pending
13654,2630,3016,,,,14/10/2011,Flat 28  616 Maddox Street  London  W1S 1PU  United Kingdom,Pending
13655,6204,1314,,,,27/06/2016,Rm. 46  2-3-13 Yoyogi  Shibuya-ku  Tokyo  Japan,Pending
13657,1893,5707,,,,01/06/2022,Block 7  369 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Pending
13658,2755,3546,,,,02/05/2021,Flat 46  667 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Pending
13661,2943,4458,,,,28/11/2008,Unit 41  Oxford Eco Centre  354 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Pending
13662,2194,2738,,,,29/01/2017,798 Central Avenue Apartment 9  Albany  NY 12206  United States,Pending
13664,5000,4562,,,,30/03/2018,6-kai  3-27-2 Higashitanabe  Higashisumiyoshi Ward  Osaka  Japan,Pending
13665,5090,5013,,,,21/09/2007,Room 11  336 Huanqu South Street 2nd Alley  Dongguan  China,Pending
13666,2448,4568,,,,11/10/2016,Room 44  198 Huanqu South Street 2nd Alley  Dongguan  China,Pending
13672,162,5142,,,,08/03/2000,Unit 27  Oxford Eco Centre  176 Hanover St  Liverpool  L1 4AF  United Kingdom,Pending
13675,4162,1022,,,,18/08/2022,32F  5-4-10 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Pending
13680,4103,4358,,,,04/02/2017,Rm. 8  1-7-13 Saidaiji Akodacho  Nara  Japan,Pending
13682,2618,5634,,,,28/06/2014,48F  532 Yueliu Rd  Fangshan District  Beijing  China,Pending
13683,2975,692,,,,07/04/2005,Unit 7  Oxford Eco Centre  576 Sackville St  Manchester  M1 3BB  United Kingdom,Pending
13684,3103,3808,,,,16/04/2016,249 Lark Street 3rd Floor  Albany  NY 12210  United States,Pending
13690,834,102,,,,21/11/2010,Block 4  19 Sackville St  Manchester  M1 3BB  United Kingdom,Pending
13691,2958,5459,,,,23/06/2011,No.8 building  518 Huaxia St  Jinghua Shangquan  Zhongshan  China,Pending
13694,2646,4302,,,,22/09/2013,8-kai  1-6-14  Marunouchi  Chiyoda-ku  Tokyo  Japan,Pending
13706,2194,230,,,,31/05/2006,394 Pedway 3rd Floor  Chicago  IL 60601  United States,Pending
13710,2561,4073,,,,26/12/2014,Rm. 8  5-2-10 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Pending
13715,5981,5913,,,,20/03/2020,No.6 Main building  733 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
13716,2878,4031,,,,29/10/2004,Block 29  993 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Pending
13720,4188,3434,,,,04/03/2011,33F  4-9-10 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
13723,2325,2621,,,,01/11/2014,558 North Michigan Ave 3rd Floor  Chicago  IL 60611  United States,Pending
13729,1937,4837,,,,15/04/2012,35F  3-15-19 Ginza  Chuo-ku  Tokyo  Japan,Pending
13732,2582,5277,,,,28/05/2020,No.34 Main building  636 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Pending
13733,2480,519,,,,23/12/2020,677 Nostrand Ave 3rd Floor  Brooklyn  NY 11216  United States,Pending
13739,3993,1239,,,,06/10/2002,Room 32  388 FuXingMenNei Street  XiCheng District  Beijing  China,Pending
13740,5652,1120,,,,23/03/2022,Room 13  CR Building  854 Jingtian East 1st St  Futian District  Shenzhen  China,Pending
13749,5949,4953,,,,19/12/2002,Block 45  782 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Pending
13750,992,3692,,,,28/12/2011,902 S Broadway 3rd Floor  Los Angeles  CA 90015  United States,Pending
13753,5845,1113,,,,12/05/2002,Flat 7  895 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Pending
13754,92,1603,,,,30/09/2017,2-kai  3-19-1 Shimizu  Kita Ward  Nagoya  Japan,Pending
13755,3601,3210,,,,21/03/2010,No.20 Main building  634 Pollen Street  London  W1S 1NG  United Kingdom,Pending
13756,3942,2394,,,,01/05/2011,No.13 Main building  977 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Pending
13757,4684,5350,,,,17/09/2007,Rm. 37  4-9-13 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
13758,3564,4455,,,,05/08/2002,No.18 building  14 Kengmei 15th Alley  Dongguan  China,Pending
13764,4105,599,,,,24/07/2022,122 Tremont Road 3rd Floor  Columbus  GA 43212  United States,Pending
13768,1044,605,,,,05/12/2005,Block 21  518 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Pending
13770,5292,5007,,,,28/10/2009,Room 10  615 Huaxia St  Jinghua Shangquan  Zhongshan  China,Pending
13772,477,3908,,,,20/12/2018,Room 32  883 Sanlitun Road  Chaoyang District  Beijing  China,Pending
13775,4483,966,,,,25/07/2009,No.12 building  699 FuXingMenNei Street  XiCheng District  Beijing  China,Pending
13776,2357,2031,,,,29/03/2006,39F  6-1-2  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Pending
13779,5522,1088,,,,10/09/2018,Room 27  CR Building  559 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Pending
13784,3758,5768,,,,07/02/2017,Rm. 33  3-19-10 Shimizu  Kita Ward  Nagoya  Japan,Pending
13787,1062,1320,,,,18/01/2002,No.19 building  530 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Pending
13788,1499,5282,,,,26/07/2012,27F  5-2-12 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Pending
13792,1356,1700,,,,01/06/2012,Room 13  751 3rd Section Hongxing Road  Jinjiang District  Chengdu  China,Pending
13795,1821,3182,,,,19/05/2001,No.13 building  930 Kengmei 15th Alley  Dongguan  China,Pending
13797,2681,5827,,,,06/10/2004,Room 36  344 Yueliu Rd  Fangshan District  Beijing  China,Pending
13799,859,1596,,,,12/07/2001,243 Central Avenue Apartment 35  Albany  NY 12205  United States,Pending
13802,4167,3296,,,,16/05/2012,909 State Street Apt 14  Albany  NY 12203  United States,Pending
13803,5004,2841,,,,30/04/2018,21 Wooster Street 3rd Floor  New York  NY 10012  United States,Pending
13805,115,2955,,,,06/08/2004,42-kai  3-15-15 Ginza  Chuo-ku  Tokyo  Japan,Pending
13806,477,3465,,,,26/07/2021,No.39 building  No.458  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Pending
13808,5695,1946,,,,27/01/2017,Room 22  CR Building  576 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Pending
13809,5582,5651,,,,22/11/2005,Room 23  CR Building  935 Dong Zhi Men  Dongcheng District  Beijing  China,Pending
13813,4789,3348,,,,17/08/2021,21F  637 Dongtai 5th St  Dongguan  China,Pending
13814,3051,312,,,,01/10/2010,7-kai  5-19-3 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Pending
13817,4651,1970,,,,14/03/2001,Unit 34  Oxford Eco Centre  985 New Wakefield St  Manchester  M1 5NP  United Kingdom,Pending
13818,4272,1832,,,,29/04/2007,No.14 Main building  974 Mosley St  Manchester  M2 3AQ  United Kingdom,Pending
13827,2095,324,,,,02/08/2021,192 North Michigan Ave Apt 25  Chicago  IL 60611  United States,Pending
13829,369,4368,,,,19/08/2009,No.7 Main building  121 Park End St  Oxford  OX1 1JD  United Kingdom,Pending
13835,5338,5794,,,,13/12/2008,No.46 Main building  751 Mosley St  Manchester  M2 3AQ  United Kingdom,Pending
13837,4569,563,,,,18/05/2019,No.43 Main building  900 Trafalgar Square  Charing Cross  Liverpool  WC2N 4JJ  United Kingdom,Pending
13839,4255,3777,,,,04/11/2002,No.4 building  262 028 County Rd  Yanqing District  Beijing  China,Pending
13840,4263,844,,,,05/09/2021,49 Canal Street Suite 49  New York  NY 10013  United States,Pending
13842,97,1996,,,,20/11/2008,No.1 building  358 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Pending
13843,2545,2205,,,,11/12/2009,Room 23  CR Building  945 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Pending
13848,6050,391,,,,26/03/2005,9-kai  1-5-15  Higashi-Shimbashi  Minato-ku  Tokyo  Japan,Pending
13852,5872,4294,,,,27/08/2012,601 Grape Street 3rd Floor  Los Angeles  CA 90002  United States,Pending
13856,6052,6188,,,,09/08/2012,Room 8  463 Ganlan Rd  Pudong  Shanghai  China,Pending
13857,2337,5913,,,,26/07/2011,187 Bergen St Apartment 7  Brooklyn  NY 11217  United States,Pending
13865,1109,3491,,,,18/03/2016,No.44 building  115 West Chang'an Avenue  Xicheng District  Beijing  China,Pending
13866,3514,2292,,,,16/04/2016,804 West Houston Street Apartment 27  New York  NY 10014  United States,Pending
13873,6168,1583,,,,18/05/2022,40-kai  5-4-6 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Pending
13879,6000,3509,,,,06/05/2022,18F  848 028 County Rd  Yanqing District  Beijing  China,Pending
13887,2937,4731,,,,06/03/2008,803 Bergen St Apt 13  Brooklyn  NY 11217  United States,Pending
13891,5749,3274,,,,20/04/2002,Room 29  CR Building  481 Xiaoping E Rd  Baiyun   Guangzhou  China,Pending
13892,3921,902,,,,18/08/2005,834 Rush Street Apartment 13  Chicago  IL 60611  United States,Pending
13893,1812,3608,,,,30/07/2004,No.18 Main building  725 Trafalgar Square  Charing Cross  Liverpool  WC2N 4JJ  United Kingdom,Pending
13902,4720,5101,,,,01/11/2001,Room 30  CR Building  318 Jiangnan West Road  Haizhu District  Guangzhou  China,Pending
13906,2780,520,,,,10/01/2007,Block 20  155 Earle Rd  Liverpool  L7 6HD  United Kingdom,Pending
13910,4567,5779,,,,09/01/2013,17-kai  18 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Pending
13913,502,1902,,,,12/03/2004,Room 46  CR Building  608 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Pending
13915,5666,2706,,,,01/06/2000,2F  94 Huanqu South Street 2nd Alley  Dongguan  China,Pending
13916,5083,2304,,,,05/04/2008,Flat 22  878 New Street  Birmingham  B2 4DB  United Kingdom,Pending
13920,1973,128,,,,19/03/2014,880 Pedway Apt 25  Chicago  IL 60601  United States,Pending
13923,6074,6181,,,,09/07/2012,Room 19  CR Building  310 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Pending
13925,4118,2392,,,,05/04/2019,1-kai  5-19-18 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Pending
13927,4119,5673,,,,14/02/2018,No.40 Main building  452 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Pending
13928,5016,4151,,,,13/11/2015,Room 41  298 Tianbei 1st Rd  Luohu District  Shenzhen  China,Pending
13929,5687,2459,,,,30/03/2003,247 Broadway Apt 8  Albany  NY 12207  United States,Pending
13931,1987,2120,,,,26/04/2002,13F  4-9-3 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
13932,4278,1834,,,,21/10/2003,774 Alameda Street Suite 49  Los Angeles  CA 90002  United States,Pending
13939,912,5812,,,,25/07/2004,5 Rush Street Suite 28  Chicago  IL 60611  United States,Pending
13941,3809,5510,,,,13/09/2009,Block 10  482 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Pending
13942,802,475,,,,16/08/2007,285 Wall Street Suite 43  Los Angeles  CA 90003  United States,Pending
13944,5407,5368,,,,06/06/2005,Unit 21  Oxford Eco Centre  768 Pollen Street  London  W1S 1NG  United Kingdom,Pending
13945,599,5209,,,,13/09/2017,43-kai  1-7-7 Omido  Higashiosaka  Osaka  Japan,Pending
13950,3693,3345,,,,28/09/2005,Flat 24  925 New Street  Birmingham  B2 4DB  United Kingdom,Pending
13952,2591,2164,,,,10/03/2001,Rm. 43  2-3-20 Yoyogi  Shibuya-ku  Tokyo  Japan,Pending
13955,3163,3269,,,,16/12/2010,Block 28  682 Maddox Street  London  W1S 1PU  United Kingdom,Pending
13956,5434,2063,,,,17/02/2003,44-kai  1-7-6 Omido  Higashiosaka  Osaka  Japan,Pending
13961,363,4425,,,,13/01/2021,41F  5-19-1 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Pending
13963,4867,5766,,,,26/07/2010,40F  20 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Pending
13964,56,5120,,,,16/06/2016,16F  980 Huaxia St  Jinghua Shangquan  Zhongshan  China,Pending
13966,4113,3932,,,,07/03/2015,Block 43  879 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Pending
13967,1553,2117,,,,09/06/2005,502 Central Avenue Apt 14  Albany  NY 12206  United States,Pending
13968,3057,2508,,,,30/04/2007,Flat 5  31 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Pending
13970,4733,3757,,,,25/12/2003,944 Tremont Road Suite 27  Columbus  GA 43212  United States,Pending
13972,4971,902,,,,20/03/2003,Rm. 18  3-27-3 Higashitanabe  Higashisumiyoshi Ward  Osaka  Japan,Pending
13973,764,5426,,,,10/04/2004,34F  3-15-3 Ginza  Chuo-ku  Tokyo  Japan,Pending
13974,2212,5010,,,,15/06/2014,50F  3-9-20 Gakuenminami  Nara  Japan,Pending
13975,4044,3452,,,,22/08/2001,No.33 building  335 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Pending
13976,6006,655,,,,08/12/2007,Room 17  CR Building  862 Sanlitun Road  Chaoyang District  Beijing  China,Pending
13978,2938,2132,,,,24/06/2014,Rm. 16  12 4-20 Kawagishicho  Mizuho Ward  Nagoya  Japan,Pending
13980,2179,2273,,,,17/08/2015,Room 25  No.97  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Pending
13985,1965,4307,,,,18/02/2019,147 East Cooke Road Apt 4  Columbus  GA 43214  United States,Pending
13991,4445,1598,,,,01/07/2021,Room 43  CR Building  206 Tianbei 1st Rd  Luohu District  Shenzhen  China,Pending
13992,5096,4856,,,,09/05/2002,303 West Market Street Apt 32  Akron  OH 44333  United States,Pending
13999,5904,1377,,,,07/11/2003,Room 39  817 Jingtian East 1st St  Futian District  Shenzhen  China,Pending
14000,869,763,,,,14/11/2014,Room 33  CR Building  309 68 Qinghe Middle St  Haidian District  Beijing  China,Pending
14003,3704,2278,,,,01/10/2002,Rm. 1  1-1-15 Deshiro  Nishinari Ward  Osaka  Japan,Pending
14005,968,822,,,,15/04/2022,24-kai  3-9-6 Gakuenminami  Nara  Japan,Pending
14006,1552,4457,,,,02/06/2002,43-kai  4-9-16 Kamihigashi  Hirano Ward  Osaka  Japan,Pending
14007,2,1087,,,,04/09/2000,Unit 31  Oxford Eco Centre  914 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Pending
14012,2473,1175,,,,27/08/2018,No.22 building  468 West Chang'an Avenue  Xicheng District  Beijing  China,Pending
14013,4899,6150,,,,02/10/2022,36-kai  5-2-10 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Pending
14016,413,5011,,,,13/04/2001,14F  382 68 Qinghe Middle St  Haidian District  Beijing  China,Pending
14020,1789,1921,,,,09/10/2013,Unit 41  Oxford Eco Centre  447 Redfern St  Liverpool  L20 8JB  United Kingdom,Pending
14024,779,3324,,,,24/06/2011,50F  195 Qingshuihe 1st Rd  Luohu District  Shenzhen  China,Pending
14025,2446,5703,,,,04/06/2016,No.12 Main building  234 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Pending
14027,1392,3240,,,,31/12/2015,No.42 building  844 Lefeng 6th Rd  Zhongshan  China,Pending
14035,4583,5535,,,,09/06/2009,48-kai  3-19-9 Shimizu  Kita Ward  Nagoya  Japan,Pending
14039,2213,3043,,,,13/04/2004,39-kai  9 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Pending
14040,2372,2016,,,,28/07/2005,Block 49  638 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Pending
14041,5159,3023,,,,03/01/2002,Unit 36  Oxford Eco Centre  394 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Pending
14046,5431,4046,,,,03/03/2021,No.39 Main building  119 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
14048,4497,5350,,,,17/11/2003,38F  5-2-8 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Pending
14049,5142,3863,,,,03/07/2002,7F  131 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Pending
14058,2250,1240,,,,14/12/2001,No.1 building  973 Tianhe Road  Tianhe District  Guangzhou  China,Pending
14062,214,1382,,,,15/08/2012,34-kai  3-9-13 Gakuenminami  Nara  Japan,Pending
14065,2031,3316,,,,28/09/2006,348 Wooster Street Apartment 31  New York  NY 10012  United States,Pending
14070,4746,4144,,,,20/07/2004,No.18 Main building  106 Spring Gardens  Manchester  M2 2BQ  United Kingdom,Pending
14071,2757,1863,,,,20/05/2004,4F  439 Yueliu Rd  Fangshan District  Beijing  China,Pending
14073,2585,1994,,,,16/08/2015,Flat 19  879 Maddox Street  London  W1S 1PU  United Kingdom,Pending
14074,3548,2169,,,,28/04/2013,247 1st Ave Apartment 37  Brooklyn  NY 11220  United States,Pending
14076,4164,5319,,,,02/11/2003,Flat 42  470 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Pending
14077,5434,175,,,,26/09/2017,No.20 building  337 Huaxia St  Jinghua Shangquan  Zhongshan  China,Pending
14081,210,4717,,,,22/12/2014,Room 46  CR Building  125 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Pending
14088,3231,5841,,,,22/03/2020,29F  19 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Pending
14091,1669,4959,,,,11/12/2021,Block 35  678 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Pending
14093,364,1516,,,,27/12/2008,839 Riverview Road Suite 12  Akron  OH 44313  United States,Pending
14098,2218,1557,,,,11/02/2007,Rm. 40  1-7-13 Omido  Higashiosaka  Osaka  Japan,Pending
14100,3180,3086,,,,25/08/2006,15F  5-4-16 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Pending
14101,5729,1716,,,,27/01/2009,Unit 39  Oxford Eco Centre  937 Mosley St  Manchester  M2 3AQ  United Kingdom,Pending
14105,1829,2241,,,,06/01/2012,Flat 18  279 Narborough Rd  Leicester  LE3 2FT  United Kingdom,Pending
14110,1948,4602,,,,11/07/2007,3F  1-1-4 Deshiro  Nishinari Ward  Osaka  Japan,Pending
14112,3047,5507,,,,19/06/2003,Unit 38  Oxford Eco Centre  249 Hinckley Rd  Leicester  LE3 6FR  United Kingdom,Pending
14113,2854,5602,,,,24/06/2020,26F  1-1-15 Deshiro  Nishinari Ward  Osaka  Japan,Pending
14119,3410,5513,,,,08/12/2002,Rm. 33  2-1-16 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Pending
14121,2567,4008,,,,13/04/2020,46F  1-7-16 Saidaiji Akodacho  Nara  Japan,Pending
14124,2425,4019,,,,15/01/2019,Unit 32  Oxford Eco Centre  537 Regent Street  London  W1B 2LX  United Kingdom,Pending
14129,5884,3741,,,,31/12/2008,Block 7  198 Portland St  Manchester  M1 3LA  United Kingdom,Pending
14131,1381,2986,,,,22/11/2001,Room 32  CR Building  540 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Pending
14133,1930,1414,,,,29/05/2015,8F  2-1-2 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Pending
14143,2818,4804,,,,06/01/2011,38-kai  1-7-12 Saidaiji Akodacho  Nara  Japan,Pending
14145,1381,5505,,,,22/09/2016,No.2 Main building  610 Little Clarendon St  Oxford  OX1 2HU  United Kingdom,Pending
14150,3010,3818,,,,08/04/2020,No.40 building  404 Huanqu South Street 2nd Alley  Dongguan  China,Pending
